name,file,result,python_modules,duration,passed
000eccf3d66540d75def,output_data_3.7.yml,None,,40.755,True
00135b0dfee0ae165ad2,output_data_3.7.yml,Unknown,,0.000,False
00056d4304c58a035c87cdf5ff1e5e3e,output_data_2.7.yml,None,peewee;scrapy,7.890,True
005bbad123ef309a5bef,output_data_2.7.yml,ImportError,python-memcached;redis;requests;sqlalchemy,254.579,False
005ceac0483fc5a581cc,output_data_2.7.yml,ImportError,Pillow;numpy;tensorflow,27.272,False
00a4835bf36513ca58a3,output_data_3.7.yml,Unknown,,0.000,False
00a17b1d374dfc267a9a,output_data_3.7.yml,Unknown,,0.000,False
011004bcac763eaf6f28,output_data_3.7.yml,Unknown,,0.000,False
0115e0ce312f26ff59f4fbf4f5821ca2,output_data_3.7.yml,Unknown,,0.000,False
015e2ce27cecdea63564,output_data_3.7.yml,Unknown,,0.000,False
01886b6f79ba0c4dce66,output_data_2.7.yml,DjangoPass,django,18.082,True
00e9638c0efad1adac878522cf172484,output_data_2.7.yml,ImportError,gym;keras;numpy;tensorflow,4.900,False
0191e14717af68bbba81,output_data_2.7.yml,OtherPass,pyspark,38.442,True
01b8b8e1909ae0f601c85e142f2bd15b,output_data_3.7.yml,Unknown,,0.000,False
01bf3900d3a02c4e3927b2a2bcf39100,output_data_3.7.yml,Unknown,,0.000,False
01c99322cf985e771827,output_data_3.7.yml,Unknown,,0.000,False
019fd5c706e0bc94879f,output_data_2.7.yml,ImportError,rx;twisted,26.975,False
02ff378b3a91de94306a84d3aa2228bb,output_data_3.7.yml,Unknown,,0.000,False
0306734dfe17076dfd34e09660c198c0,output_data_3.8.yml,None,fiona;geojson;numpy;pandas;shapely,115.275,True
034e799c19eb763fa859,output_data_2.7.yml,None,django,14.181,True
026a4d6400b1efac9a13a3296f16e655,output_data_2.7.yml,OtherPass,gensim;tensorflow,8.514,True
035dc3b722b7f89cce66520dde285c9a,output_data_2.7.yml,OtherPass,pyeclib;swift,8.076,True
037e4134d8271c0de71b838a461e7ac1,output_data_2.7.yml,OtherPass,pillow;requests,26.468,True
03d9c46c86691c9bb680,output_data_2.7.yml,DjangoPass,django;psycopg2-binary,14.459,True
044682e76def583a12e6c09209c664a1,output_data_3.7.yml,Unknown,,0.000,False
045c887b6ccdf0edf4648da0c40bcc12,output_data_3.7.yml,None,torch,237.795,True
046e434c51057dc9588762edd40199b1,output_data_3.7.yml,Unknown,,0.000,False
04c2b5ce5978c0d66e6e,output_data_3.7.yml,Unknown,,0.000,False
04ef258fa29e4e685287a30cf60462d0,output_data_3.8.yml,ImportError,flotilla,17.561,False
04f3047ca8770f4a3a58,output_data_3.7.yml,Unknown,,0.000,False
053b89bd6975f89f043871335dce8c5b,output_data_3.7.yml,OtherPass,requests,15.584,True
053db410f7fdd4e1d6034a0a7fd45d9b,output_data_2.7.yml,OtherPass,pycryptodome;requests,10.506,True
054023c4fca5369ffdb2,output_data_3.7.yml,Unknown,,0.000,False
03de5c4c21138da5c29d,output_data_3.7.yml,ImportError,numpy;tensorflow,134.360,False
05aadb969e43788593d3,output_data_3.7.yml,Unknown,,0.000,False
05bec6966701f720c3aa,output_data_3.7.yml,Unknown,,0.000,False
05ff99985269200cdc4854ddc04fa6e9,output_data_3.7.yml,Unknown,,0.000,False
0618f44dc5270f9a2be2826d0d933ed7,output_data_2.7.yml,OtherPass,django,16.076,True
056626de3fbdc7cf7b59de1d9f6279d1,output_data_2.7.yml,ImportError,dlib;imutils;opencv-python,16.805,False
06649145d7e6c4c147c02459fd2bc5af,output_data_3.7.yml,Unknown,,0.000,False
06336eb10a1628850d6f,output_data_2.7.yml,OtherPass,twisted,3.385,True
071932322204bcad6063,output_data_3.7.yml,Unknown,,0.000,False
070c805d947bd17c7a19,output_data_2.7.yml,OtherPass,xmpppy,1.056,True
075c35b536cc08b832e353f2f43c0bdc,output_data_3.7.yml,OtherPass,,10.147,True
076424abd8b012371b516da32807ca14,output_data_3.8.yml,ImportError,airflow,3.597,False
07cdfc2826a565b50a68,output_data_2.7.yml,OtherPass,pycryptodome,8.105,True
076bbc6a0d5056d20ad45095b434b02d,output_data_3.7.yml,OtherPass,python-nomad,3.800,True
083777cb1f8c9efe6418c75d18bdd32b,output_data_3.7.yml,Unknown,,0.000,False
0932b2b5293839cd7d79fa6b513c8128,output_data_2.7.yml,None,numpy;scipy,54.600,True
0830affa1f7f19fd47b06d4cf89ed44d,output_data_3.7.yml,OtherPass,keras;tensorflow,47.740,True
096f3b651b268b7af4c8c32475fa23d1,output_data_2.7.yml,OtherPass,beautifulsoup4;ipython;mechanize;pandas,28.300,True
097f97f4cb67c554f04dba6b5a09a506,output_data_3.7.yml,Unknown,,0.000,False
098f399d69f230521ef530baca832e76,output_data_3.7.yml,Unknown,,0.000,False
09648344984565f9477a,output_data_2.7.yml,ImportError,numba;numpy;scikit-learn;scipy,29.310,False
09cae53bf67ea8a39700,output_data_3.7.yml,OtherPass,beautifulsoup4,16.978,True
09f5ab44486b1fc6df7bf20ce57159f1,output_data_3.6.yml,OtherPass,pillow,22.308,True
0a2ac74d800a2eff9540,output_data_3.7.yml,Unknown,,0.000,False
09b1f5403c63ceab5ae34710cbe2809e,output_data_2.7.yml,None,numpy;opencv-python,11.252,True
0a509faf231cff3cdec7,output_data_2.7.yml,OtherPass,flask;flask-login;werkzeug,13.413,True
0aaa9e4659977a98fc9f36d6887fef37,output_data_3.7.yml,Unknown,,0.000,False
0acf77b2c022e2467cfb0d5493d454d6,output_data_2.7.yml,None,django,19.202,True
0afa43225bdbe8e803cb,output_data_3.7.yml,Unknown,,0.000,False
0b42dbd687ae3b838728,output_data_2.7.yml,OtherPass,gitpython,16.175,True
0a3d4fae965bdbec1f9d,output_data_3.7.yml,OtherPass,keras;numpy;tensorflow,69.817,True
0b7e91487dcf10c0b8e8711eb6d73bc5,output_data_3.7.yml,OtherPass,matplotlib;numpy;tensorflow,164.212,True
0b677b13fca6cd0905ca,output_data_3.8.yml,ImportError,matplotlib;numpy;scikit-learn;scipy,19.252,False
0b92b9ca837a0f5474c732876220db78,output_data_3.7.yml,None,flask;google-api-python-client;httplib2;oauth2client,4.564,True
0b942dd86f01efe996b8977b158c37a6,output_data_3.7.yml,OtherPass,requests,5.173,True
0b9d8a742fe0efe0fe82,output_data_2.7.yml,OtherPass,numpy;scikit-learn;scipy,55.880,True
0bc7d313e7a84b708374,output_data_3.7.yml,None,hug,15.708,True
0ba0270279a0f38280423754cea2ee1e,output_data_2.7.yml,ImportError,keras,74.950,False
0c01b7a27e512db480847fac2cc54103,output_data_3.7.yml,Unknown,,0.000,False
0c10e910e514832b7103,output_data_3.7.yml,Unknown,,0.000,False
0c7ccae5d764ff61788fc626096e5688,output_data_2.7.yml,OtherPass,gitpython,13.335,True
0ca2272c015266e667924836364349c3,output_data_3.7.yml,Unknown,,0.000,False
0bdd7059a08cbcd00898,output_data_2.7.yml,ImportError,keras;numpy,6.103,False
0cfe89a89b892e47e8418e281dfe318d,output_data_2.7.yml,DjangoPass,django;psycopg2-binary,42.284,True
0d1baad4e3a871587ab1,output_data_3.4.yml,OtherPass,,10.122,True
0d25683d9c8fce27edd3,output_data_3.7.yml,Unknown,,0.000,False
0d5a709bbb4186d1f45f2af14c65b110,output_data_3.7.yml,Unknown,,0.000,False
0d5b3e7cc89cb2180c6e,output_data_2.7.yml,OtherPass,pillow,33.546,True
0cdd8d6adb8463961f50bd1845faddf8,output_data_3.7.yml,None,torch,61.614,True
0d9f91f789f0c523b0e7,output_data_3.7.yml,Unknown,,0.000,False
0db840f27f1f0fd0747f13ab80d0ca37,output_data_3.7.yml,Unknown,,0.000,False
0d9745f39a034758e51e,output_data_3.7.yml,Unknown,,0.000,False
0e7d366d2e3623c5bb95,output_data_3.7.yml,Unknown,,0.000,False
0db858e055cc2bae953b435f5116aaa8,output_data_2.7.yml,None,pbkdf2;pycryptodome,0.109,True
0ee6dd444994fd67f63b,output_data_3.7.yml,Unknown,,0.000,False
0ec0c3f5ca69bac2b625,output_data_2.7.yml,None,gevent;requests;scrapy,7.598,True
0efb4d07f28af1c8fc1b,output_data_3.7.yml,Unknown,,0.000,False
0efb90d998c59d5926ca7f4e79054361,output_data_3.7.yml,Unknown,,0.000,False
0efcacfb43827ba3a6bac3356315c419,output_data_3.7.yml,Unknown,,0.000,False
0f575a0891cfef5f1b0024c89dcbaeea,output_data_3.7.yml,Unknown,,0.000,False
0f450e738bf79c003253,output_data_3.6.yml,OtherPass,kivy;pyjnius,28.949,True
0f87efc363309e99d600e3a6300fbcff,output_data_3.7.yml,Unknown,,0.000,False
0f5f65ddbfa278713f58,output_data_2.7.yml,ImportError,biopython,0.384,False
10010307,output_data_3.7.yml,Unknown,,0.000,False
10005117,output_data_3.7.yml,Unknown,,0.000,False
10011921,output_data_2.7.yml,ImportError,google-api-python-client;httplib2;jinja2;oauth2client;webapp2,8.487,False
10023837,output_data_3.7.yml,OtherPass,scene;sound,14.098,True
1009475,output_data_3.7.yml,Unknown,,0.000,False
101323115e70bb6671d3,output_data_3.7.yml,Unknown,,0.000,False
10206392,output_data_3.7.yml,Unknown,,0.000,False
1023456,output_data_3.7.yml,Unknown,,0.000,False
10235798,output_data_2.7.yml,None,django,15.688,True
10016605,output_data_2.7.yml,ImportError,lx,57.961,False
1025525,output_data_2.7.yml,ImportError,django,1.728,False
1025736,output_data_3.7.yml,Unknown,,0.000,False
1029336,output_data_2.7.yml,None,django,15.257,True
10281460,output_data_3.7.yml,OtherPass,,23.573,True
1029870,output_data_3.7.yml,Unknown,,0.000,False
10335601,output_data_3.7.yml,Unknown,,0.000,False
10295174,output_data_3.7.yml,Unknown,,0.000,False
10354951,output_data_3.7.yml,Unknown,,0.000,False
1035890,output_data_3.7.yml,Unknown,,0.000,False
1035190,output_data_2.7.yml,ImportError,django,33.338,False
1038987,output_data_2.7.yml,None,django,12.826,True
1036883,output_data_2.7.yml,ImportError,riak,22.093,False
1040366,output_data_2.7.yml,ImportError,MeCab;gensim,19.469,False
1041172,output_data_3.7.yml,Unknown,,0.000,False
1042719,output_data_3.7.yml,Unknown,,0.000,False
1042778,output_data_2.7.yml,None,python-cjson;simplejson;ujson,8.620,True
10438748,output_data_2.7.yml,ImportError,google-api-python-client;model;webapp2,35.917,False
1044215,output_data_2.7.yml,ImportError,apsw;django,16.108,False
10491632,output_data_2.7.yml,None,image;numpy,52.239,True
1045108,output_data_3.7.yml,Unknown,,0.000,False
1054969,output_data_3.7.yml,Unknown,,0.000,False
1055161,output_data_3.7.yml,Unknown,,0.000,False
10554232,output_data_3.7.yml,Unknown,,0.000,False
1055992,output_data_2.7.yml,OtherPass,django,10.668,True
1052286,output_data_2.7.yml,OtherPass,python-wordpress-xmlrpc;requests,13.176,True
10589494,output_data_3.7.yml,DjangoPass,django;django-imagekit,13.052,True
1059647,output_data_3.7.yml,Unknown,,0.000,False
10567484,output_data_2.7.yml,None,image;numpy,5.120,True
1065196,output_data_2.7.yml,OtherPass,django,7.862,True
1068255,output_data_2.7.yml,None,django,15.356,True
1068021,output_data_2.7.yml,OtherPass,mysqlclient,20.197,True
106c49a3ae6d420937aa,output_data_3.7.yml,Unknown,,0.000,False
1072977,output_data_2.7.yml,ImportError,django_auth_ldap;ldap,18.330,False
1068868,output_data_2.7.yml,ImportError,django,27.598,False
1074124,output_data_3.7.yml,Unknown,,0.000,False
1074202,output_data_3.7.yml,Unknown,,0.000,False
1074227,output_data_2.7.yml,OtherPass,dnslib;gevent;redis,10.247,True
1074551,output_data_3.7.yml,Unknown,,0.000,False
1077318,output_data_2.7.yml,OtherPass,httplib2;lxml;sunburnt,8.079,True
10792332,output_data_3.8.yml,OtherPass,,4.603,True
1077970,output_data_3.8.yml,ImportError,pyodbc,6.708,False
1083908,output_data_3.7.yml,Unknown,,0.000,False
1082570,output_data_2.7.yml,ImportError,selenium,4.344,False
1091026,output_data_3.7.yml,Unknown,,0.000,False
10938795,output_data_2.7.yml,OtherPass,flask;flask-classy,8.094,True
1094832,output_data_2.7.yml,ImportError,django,45.675,False
10955449,output_data_3.7.yml,OtherPass,,5.595,True
1088273,output_data_2.7.yml,ImportError,scipy,28.014,False
1096373,output_data_2.7.yml,ImportError,SimpleCV;simplejson,2.546,False
1098968,output_data_2.7.yml,None,pillow,30.108,True
10a742de43246210f3ba,output_data_2.7.yml,None,gensim,2.465,True
1104507,output_data_3.7.yml,None,biopython;numpy,54.643,True
10cd35b2872628246140,output_data_3.7.yml,Unknown,,0.000,False
1104553,output_data_2.7.yml,ImportError,networkx,29.197,False
11078820,output_data_3.7.yml,OtherPass,,12.723,True
1107375,output_data_2.7.yml,ImportError,selenium,17.951,False
1109153,output_data_2.7.yml,None,python-dateutil,11.828,True
1108817,output_data_2.7.yml,None,django;lxml,17.655,True
11129975,output_data_3.7.yml,Unknown,,0.000,False
11181988,output_data_2.7.yml,ImportError,luigi,23.899,False
1112928,output_data_2.7.yml,ImportError,tweepy,1.987,False
1118585,output_data_3.7.yml,Unknown,,0.000,False
111c8ee32505a11ad7a6c629f277c2a4,output_data_3.7.yml,Unknown,,0.000,False
11215761,output_data_2.7.yml,None,django,10.522,True
11192605,output_data_2.7.yml,None,numpy;scipy,36.975,True
11242170,output_data_3.7.yml,Unknown,,0.000,False
1125832,output_data_2.7.yml,ImportError,IPython,55.364,False
11280233,output_data_2.7.yml,OtherPass,mininet,7.101,True
11284662,output_data_3.7.yml,Unknown,,0.000,False
1124bb02a9fd4abce3d86caf2f950cb2,output_data_2.7.yml,OtherPass,tensorflow,24.692,True
11292725,output_data_3.7.yml,Unknown,,0.000,False
1133602,output_data_3.7.yml,Unknown,,0.000,False
1134410,output_data_3.7.yml,Unknown,,0.000,False
113635,output_data_2.7.yml,DjangoPass,django,5.349,True
11375647,output_data_3.7.yml,Unknown,,0.000,False
11378945,output_data_2.7.yml,DjangoPass,django,11.270,True
1140136,output_data_2.7.yml,DjangoPass,django,12.638,True
1140516,output_data_2.7.yml,OtherPass,django,11.703,True
11405336,output_data_3.7.yml,Unknown,,0.000,False
1142740,output_data_3.7.yml,Unknown,,0.000,False
1147973,output_data_2.7.yml,OtherPass,twisted,11.064,True
11367287,output_data_2.7.yml,OtherPass,camera;pillow,8.864,True
11526013,output_data_2.7.yml,DjangoPass,django;south,3.369,True
11538913,output_data_3.8.yml,ImportError,chimera,6.151,False
1160696,output_data_3.7.yml,Unknown,,0.000,False
1160201,output_data_2.7.yml,None,django,2.255,True
1165038,output_data_2.7.yml,None,pyopenssl,10.660,True
1161423,output_data_2.7.yml,None,django,2.562,True
1177373,output_data_2.7.yml,OtherPass,redis;scrapy,21.709,True
1183767,output_data_2.7.yml,None,django,12.070,True
1183842,output_data_3.7.yml,Unknown,,0.000,False
1165344,output_data_2.7.yml,ImportError,django,8.832,False
1186126,output_data_3.7.yml,Unknown,,0.000,False
1184264,output_data_2.7.yml,OtherPass,gevent;pymongo,0.501,True
1189327,output_data_3.7.yml,Unknown,,0.000,False
1192059,output_data_2.7.yml,None,pycryptodome,9.006,True
1196291,output_data_3.7.yml,Unknown,,0.000,False
1191457,output_data_2.7.yml,ImportError,mwlib,37.650,False
1200485,output_data_2.7.yml,ImportError,flask;ndb;werkzeug,1.730,False
1202516,output_data_3.7.yml,Unknown,,0.000,False
1202066,output_data_2.7.yml,None,redis;web-py,4.091,True
1203640,output_data_2.7.yml,None,django,8.652,True
1207636,output_data_2.7.yml,None,django,4.076,True
1210791,output_data_3.7.yml,Unknown,,0.000,False
1218932,output_data_3.7.yml,Unknown,,0.000,False
1219671,output_data_3.7.yml,Unknown,,0.000,False
1219955,output_data_3.7.yml,Unknown,,0.000,False
1228626,output_data_2.7.yml,OtherPass,django,11.913,True
1229681,output_data_2.7.yml,None,django,11.298,True
1229685,output_data_2.7.yml,None,django,12.021,True
1229770,output_data_3.7.yml,Unknown,,0.000,False
122f258ba6eaa23dd9c5,output_data_3.7.yml,Unknown,,0.000,False
1217855,output_data_2.7.yml,ImportError,gevent,95.107,False
1233846,output_data_3.7.yml,Unknown,,0.000,False
1234843,output_data_2.7.yml,None,django;redis,45.018,True
1239373,output_data_2.7.yml,OtherPass,beautifulsoup;beautifulsoup4;pyyaml,7.681,True
1239674,output_data_3.7.yml,Unknown,,0.000,False
1242589,output_data_3.7.yml,Unknown,,0.000,False
1246146,output_data_2.7.yml,ImportError,pymongo,47.876,False
1246268,output_data_2.7.yml,None,pillow,9.297,True
1248728,output_data_2.7.yml,OtherPass,django;django-social-auth,21.705,True
1251716,output_data_3.7.yml,Unknown,,0.000,False
1253332,output_data_2.7.yml,OtherPass,python-dateutil,15.893,True
1254809,output_data_2.7.yml,OtherPass,levenshtein,16.945,True
125559,output_data_2.7.yml,ImportError,django;python-daemon,64.246,False
1231964e784ab9acb65d,output_data_3.6.yml,ImportError,plac;spacy;ujson,99.389,False
1262332,output_data_2.7.yml,ImportError,pyserial;python-messaging,29.226,False
1264102,output_data_2.7.yml,None,django;six,19.924,True
1260ba896d448bad0eebdf26b80c00cc,output_data_3.7.yml,OtherPass,gym;numpy;tensorflow,7.980,True
1265346,output_data_2.7.yml,None,django;simplejson,10.858,True
1268033,output_data_2.7.yml,None,django,16.424,True
1269098,output_data_3.7.yml,Unknown,,0.000,False
1269949,output_data_2.7.yml,DjangoPass,django,18.275,True
1267632,output_data_2.7.yml,None,numpy;scipy,3.284,True
1275204,output_data_2.7.yml,OtherPass,django,14.513,True
127368f7dc810dd37fe18aee87dd2ee2,output_data_2.7.yml,None,gevent;psycogreen;psycopg2-binary,17.608,True
1277655,output_data_3.7.yml,Unknown,,0.000,False
1284577,output_data_2.7.yml,OtherPass,pyyaml,8.069,True
1283684,output_data_3.7.yml,Unknown,,0.000,False
1288025,output_data_3.7.yml,Unknown,,0.000,False
1288160dad16cc473a53,output_data_3.7.yml,OtherPass,,13.119,True
1285742,output_data_3.7.yml,Unknown,,0.000,False
1289286,output_data_2.7.yml,ImportError,libtorrent,7.444,False
1290744,output_data_3.7.yml,Unknown,,0.000,False
1303651,output_data_2.7.yml,None,django,17.827,True
130583,output_data_2.7.yml,DjangoPass,django,17.787,True
1306719,output_data_3.7.yml,OtherPass,,4.075,True
1307521,output_data_3.7.yml,Unknown,,0.000,False
1308865,output_data_2.7.yml,None,django,17.809,True
12da69b95d010c8a810fd384cca8d02a,output_data_3.7.yml,OtherPass,,2.311,True
1309895,output_data_3.7.yml,Unknown,,0.000,False
1310549,output_data_2.7.yml,OtherPass,django,16.341,True
1315148,output_data_2.7.yml,ImportError,PyV8,15.693,False
1320970,output_data_3.7.yml,Unknown,,0.000,False
1321295,output_data_2.7.yml,ImportError,SCons,18.759,False
130cd92dc47c56c47030,output_data_2.7.yml,OtherPass,matplotlib;numpy;pillow;pydub,31.705,True
1321575,output_data_2.7.yml,OtherPass,matplotlib;numpy,15.570,True
1321585,output_data_2.7.yml,OtherPass,matplotlib;numpy,2.656,True
1323194,output_data_3.7.yml,Unknown,,0.000,False
1327072,output_data_2.7.yml,DjangoPass,django,17.024,True
1326477,output_data_3.7.yml,Unknown,,0.000,False
1337131,output_data_3.7.yml,Unknown,,0.000,False
1329319,output_data_2.7.yml,OtherPass,pylibmc;redis,2.914,True
1342497,output_data_3.7.yml,Unknown,,0.000,False
1342942,output_data_3.7.yml,Unknown,,0.000,False
1343455,output_data_2.7.yml,ImportError,twisted;txpostgres;websocket-client,44.038,False
134acb5f7423312effcc98ec56679136,output_data_3.7.yml,Unknown,,0.000,False
1338222,output_data_2.7.yml,None,numpy;scipy,53.286,True
1350641,output_data_2.7.yml,ImportError,django,11.948,False
1352028,output_data_3.7.yml,Unknown,,0.000,False
1355170,output_data_3.7.yml,Unknown,,0.000,False
1357185,output_data_3.7.yml,Unknown,,0.000,False
1358794,output_data_3.7.yml,Unknown,,0.000,False
1361643,output_data_3.7.yml,Unknown,,0.000,False
13623f68e36fdad4cb67,output_data_3.7.yml,OtherPass,keyring;pycryptodome;requests,20.116,True
1362a8908be01e23041d,output_data_3.7.yml,Unknown,,0.000,False
1363730,output_data_2.7.yml,None,django,20.169,True
1351047,output_data_2.7.yml,ImportError,numpy;scikit-learn,24.850,False
1369619,output_data_2.7.yml,DjangoPass,django,17.654,True
1372780,output_data_2.7.yml,OtherPass,ez_setup;pymongo;simplejson,15.133,True
1367378,output_data_3.7.yml,Unknown,,0.000,False
137653,output_data_2.7.yml,ImportError,html5lib,14.879,False
137667,output_data_3.7.yml,Unknown,,0.000,False
1379479,output_data_3.7.yml,Unknown,,0.000,False
1381489,output_data_3.7.yml,Unknown,,0.000,False
1379652,output_data_2.7.yml,DjangoPass,django,6.927,True
1382972,output_data_2.7.yml,OtherPass,numpy;pillow,31.806,True
1388243,output_data_2.7.yml,None,django,16.690,True
1387470,output_data_2.7.yml,ImportError,tornado,9.166,False
1390853,output_data_2.7.yml,None,django,9.590,True
1395810,output_data_3.7.yml,Unknown,,0.000,False
13f02f45a41ad90f454f,output_data_3.7.yml,Unknown,,0.000,False
139f710ca91ed5fabaf9e6616d2c762b,output_data_2.7.yml,OtherPass,gensim;numpy;scikit-learn,17.936,True
1401195,output_data_3.7.yml,Unknown,,0.000,False
1402045,output_data_2.7.yml,None,django,11.067,True
1402892,output_data_3.7.yml,Unknown,,0.000,False
1410094,output_data_3.7.yml,Unknown,,0.000,False
1411980,output_data_2.7.yml,None,image,18.346,True
1417f55cb896a44e68a6,output_data_3.7.yml,Unknown,,0.000,False
1423116,output_data_3.7.yml,Unknown,,0.000,False
1410088,output_data_3.8.yml,ImportError,opencv-python;pygame,3.665,False
1424374,output_data_2.7.yml,ImportError,dpkt;ipaddr,34.379,False
1433392,output_data_3.7.yml,OtherPass,proj,18.239,True
1423373,output_data_2.7.yml,None,numpy;scikit-learn;scipy,9.738,True
1433794,output_data_2.7.yml,OtherPass,gitpython,6.243,True
1435555,output_data_2.7.yml,OtherPass,twisted,13.024,True
1436671,output_data_3.7.yml,Unknown,,0.000,False
1435045,output_data_2.7.yml,OtherPass,twisted,2.008,True
1440567,output_data_2.7.yml,None,django,16.769,True
1440754,output_data_3.7.yml,Unknown,,0.000,False
1441019,output_data_3.7.yml,OtherPass,gobject,16.134,True
143e65a425722dc2f3d0,output_data_2.7.yml,OtherPass,impyla;mysqlclient,0.501,True
144747,output_data_2.7.yml,None,django,10.642,True
1453629,output_data_2.7.yml,None,django,12.735,True
1459283a9c934cbc41f3,output_data_3.7.yml,Unknown,,0.000,False
1467584,output_data_3.7.yml,Unknown,,0.000,False
1451300,output_data_3.7.yml,Unknown,,0.000,False
1483322,output_data_2.7.yml,OtherPass,mysqlclient;psycopg2-binary,43.212,True
1473120,output_data_2.7.yml,ImportError,django,15.077,False
1486762,output_data_2.7.yml,ImportError,appscript,5.253,False
1497850,output_data_3.7.yml,Unknown,,0.000,False
1495011,output_data_3.7.yml,Unknown,,0.000,False
14a8d6bf4783f4704c8a,output_data_3.7.yml,Unknown,,0.000,False
1507152,output_data_2.7.yml,OtherPass,gitpython,8.116,True
1509946,output_data_3.7.yml,Unknown,,0.000,False
1516095,output_data_3.7.yml,Unknown,,0.000,False
1519543,output_data_3.7.yml,Unknown,,0.000,False
1521059,output_data_3.7.yml,Unknown,,0.000,False
1522bcdb5b05365c0222,output_data_3.7.yml,Unknown,,0.000,False
1526444,output_data_2.7.yml,DjangoPass,django,11.073,True
152f15b2dadca9a74039aeab944714af,output_data_3.7.yml,Unknown,,0.000,False
1534135a419bb0b957b9,output_data_2.7.yml,OtherPass,numpy;tensorflow,211.610,True
1545255,output_data_2.7.yml,DjangoPass,django,17.382,True
1551619,output_data_2.7.yml,ImportError,hsi;numpy;opencv-python,179.978,False
1554441,output_data_2.7.yml,DjangoPass,django,10.890,True
14f34c2b8153d9b4f336df8535b3416a,output_data_3.7.yml,Unknown,,0.000,False
1558831,output_data_3.7.yml,Unknown,,0.000,False
1556251,output_data_2.7.yml,ImportError,pymongo,9.489,False
1561144,output_data_2.7.yml,None,numpy;scipy;stencil,41.003,True
1567224,output_data_2.7.yml,ImportError,scrapy,4.521,False
1572547,output_data_3.7.yml,Unknown,,0.000,False
1574231,output_data_3.7.yml,Unknown,,0.000,False
1590178,output_data_2.7.yml,ImportError,wtforms,47.455,False
1589531,output_data_2.7.yml,ImportError,matplotlib;numpy;pyaudio,42.257,False
15f0772db25343be0bb7072f15992a4e,output_data_3.7.yml,Unknown,,0.000,False
