name,file,result,python_modules,duration,passed
0d9745f39a034758e51e,output_data_2.7.yml,OtherPass,matplotlib;numpy;pandas;quandl;requests;scikit-learn;scipy;statsmodels,196.859,True
0d9f91f789f0c523b0e7,output_data_2.7.yml,OtherPass,,6.657,True
0cdd8d6adb8463961f50bd1845faddf8,output_data_3.7.yml,None,torch,53.109,True
0db858e055cc2bae953b435f5116aaa8,output_data_2.7.yml,None,pbkdf2;pycryptodome,14.232,True
0e7d366d2e3623c5bb95,output_data_3.7.yml,OtherPass,,17.293,True
0db840f27f1f0fd0747f13ab80d0ca37,output_data_2.7.yml,OtherPass,numpy;opencv-python;requests,14.925,True
0ec0c3f5ca69bac2b625,output_data_2.7.yml,None,gevent;requests;scrapy,14.259,True
0efb4d07f28af1c8fc1b,output_data_2.7.yml,OtherPass,markdown2;python-editor,25.962,True
0efb90d998c59d5926ca7f4e79054361,output_data_3.7.yml,OtherPass,,26.155,True
0efcacfb43827ba3a6bac3356315c419,output_data_2.7.yml,OtherPass,numpy;opencv-python,62.180,True
0ee6dd444994fd67f63b,output_data_2.7.yml,OtherPass,numpy;opencv-python;scikit-image,26.930,True
0f575a0891cfef5f1b0024c89dcbaeea,output_data_2.7.yml,OtherPass,,3.989,True
0f450e738bf79c003253,output_data_3.6.yml,OtherPass,kivy;pyjnius,12.379,True
0f87efc363309e99d600e3a6300fbcff,output_data_3.7.yml,OtherPass,,9.196,True
10005117,output_data_2.7.yml,OtherPass,cython;word2vec,38.316,True
10010307,output_data_2.7.yml,OtherPass,,4.953,True
10011921,output_data_3.6.yml,OtherPass,google-api-python-client;httplib2;jinja2;oauth2client;webapp2,86.173,True
10023837,output_data_3.7.yml,OtherPass,scene;sound,15.550,True
000eccf3d66540d75def,output_data_3.7.yml,None,,14.648,True
00056d4304c58a035c87cdf5ff1e5e3e,output_data_2.7.yml,None,peewee;scrapy,13.149,True
00135b0dfee0ae165ad2,output_data_3.6.yml,OtherPass,,0.404,True
005bbad123ef309a5bef,output_data_2.7.yml,OtherPass,mysqlclient;python-memcached;redis;requests;sqlalchemy,62.934,True
